,loss,acc
0,0.12794179618006854,0.9342130842826349
1,0.007647987374518294,0.9968233348654328
2,0.006023131854490464,0.9977841668849369
3,0.0042062165613852365,0.9983653919302302
4,0.004790958476490709,0.9980345921550723
5,0.0045043060015016005,0.9982866451894636
6,0.0038054831329776685,0.9985333535311033
7,0.0027384543998699583,0.9989382465966314
8,0.0032547211551723883,0.9987512612514359
9,0.0028874824594508643,0.9988695048599792
10,0.0025243113439684236,0.9990919305266236
11,0.0029957818144617484,0.9988467607566779
12,0.0022479089189709413,0.9991521526583664
13,0.0020881476276051656,0.9991884128652888
14,0.0020843803577532106,0.9992395047661212
15,0.001960139179965749,0.9992453674618289
16,0.0022968654475792934,0.999203417798598
17,0.002372313981683985,0.9991088222256668
18,0.0018342298294523089,0.9993719282767756
19,0.0015166021591193116,0.9994134782887191
20,0.0020289929846859464,0.9992565645588388
21,0.0018960853687675146,0.9993801254162685
22,0.00172381543239458,0.9993174916548695
23,0.0020295242439133027,0.9993575648438159
24,0.0019779068962444734,0.9993029429758196
25,0.001511534137325529,0.9994362704187846
26,0.001382540867466265,0.9994659166541888
27,0.0015920642473384833,0.9994410182074677
28,0.0012137462238851506,0.9995229450061167
29,0.0015554410820448328,0.9994520523565279
30,0.0010063469847756364,0.9996163845062256
31,0.0015162369531575965,0.9994404641844385
32,0.0010211347379213327,0.9996003058316897
33,0.0012527304067504223,0.9995169468063245
34,0.0015501561776689661,0.9994076087320451
35,0.0012738786408721249,0.9995048423465207
36,0.0011880594174203416,0.9995596614672984
37,0.0011222965740213479,0.9995763164630039
38,0.0011466620755867644,0.9995616854523584
39,0.0009106090763439725,0.9996342247338603
40,0.001139874972604892,0.9995686236045344
41,0.0008364065395117061,0.9996630219246844
42,0.0009845490859994805,0.9996221442874387
43,0.0008539739943221681,0.9996498660217944
44,0.0009005200711418975,0.9996327084603069
45,0.0011281919672020725,0.9995723628311706
46,0.0007969440331514221,0.9996851605477093
47,0.0008750269748521767,0.9996511387310439
48,0.0010821837767508056,0.9996134308602312
49,0.0008519692497207321,0.9996539791710943
50,,0.004474317427161786
51,15.898848067084662,0.0
52,15.902941710657354,0.0
53,15.904565660215967,0.0
54,15.894884548598913,0.0
55,15.899781659352694,0.0
56,15.893671790472895,0.0
57,15.891961035968588,0.0
58,15.905041420202462,0.0
59,15.896317440828831,0.0
60,15.895762025023537,0.0
61,15.89489202019122,0.0
62,15.893931587823003,0.0
63,15.900663684597976,0.0
64,15.901272760020744,0.0
65,15.89561213349267,0.0
66,15.904050813304435,0.0
67,15.89885967583965,0.0
68,15.901539939770595,0.0
69,15.892387012783573,0.0
70,15.890202419363337,0.0
71,15.886701803413226,0.0
72,15.890805662964745,0.0
73,15.894911450447797,0.0
74,15.89809943960725,0.0
75,15.895548820495605,0.0
76,15.901384483996056,0.0
77,15.899965670468996,0.0
78,15.893035024190121,0.0
79,15.900516105212754,0.0
80,15.90595113630775,0.0
81,15.8941915910021,0.0
82,15.895464382583288,0.0
83,15.899758311484357,0.0
84,15.899196851167748,0.0
85,15.896177977966747,0.0
86,15.900742057416078,0.0
87,15.898057519103126,0.0
88,15.892215790508462,0.0
89,15.896840582648627,0.0
90,15.896055619493662,0.0
91,15.895747973764543,0.0
92,15.899168515376907,0.0
93,15.899814715488352,0.0
94,15.898397953390218,0.0
95,15.893467621837589,0.0
96,15.897222724749888,0.0
97,15.895745311709616,0.0
98,15.89314552691343,0.0
99,15.899847092388345,0.0
100,15.898499728964387,0.0
101,15.899398563577117,0.0
102,15.901955186034279,0.0
103,15.894332652469332,0.0
104,15.896257640646516,0.0
105,15.891505165923414,0.0
106,15.894866662059757,0.0
107,15.893643639928145,0.0
108,15.896220323850782,0.0
109,15.900624954443185,0.0
110,15.901089970156443,0.0
111,15.904371247874748,0.0
112,15.893512904215202,0.0
113,15.89733494957574,0.0
114,15.897249146331129,0.0
