,loss,acc
0,0.10982145649454683,0.9826314552224797
1,0.011014711739924207,0.9969984181493307
2,0.007863420650962632,0.997209003503374
3,0.006077458655290815,0.9974895209717236
4,0.006028619541689459,0.9976142996506725
5,0.00505118983506272,0.9978204528204828
6,0.004711370778239915,0.9982065176792282
7,0.0048609721229793575,0.9981461669043671
8,0.004046984631425815,0.998405495993525
9,0.0036756895639993947,0.9986466761115643
10,0.002443584450813707,0.9990332881323725
11,0.0031795093700500783,0.9988173752379932
12,0.0029042487147033025,0.9988897189819556
13,0.002889435902793168,0.9989373683929443
14,0.0026226398399394513,0.999047016925949
15,0.001997546374290284,0.9992266318780912
16,0.002515467910369081,0.9991018823582491
17,0.0029618127915167366,0.998897104812183
18,0.002044273272580501,0.9992345048369263
19,0.002216894709104806,0.9991625161479702
20,0.0024362417336188176,0.9990664248843845
21,0.0020696881343191826,0.9992359404941257
22,0.0020553632293871383,0.9992120831990413
23,0.0018987317371480302,0.9992910220468645
24,0.0018640016789779254,0.9993141829538689
25,0.0019483179425177494,0.9992441976670738
26,0.001964769225647981,0.9992547035217285
27,0.0018102197039775256,0.9992990459469583
28,0.0016039025781570645,0.9994173427279904
29,0.001582989716029679,0.9993731718269183
30,0.0015794641843732285,0.999388085852424
31,0.0011962928872877102,0.9995328745396017
32,0.0014863906229516197,0.9994318828308325
33,0.0015319833878918532,0.9994091575951884
34,0.001711732208755591,0.9993408360927225
35,0.0012861743987924855,0.9994980740032607
36,0.0013674863375658034,0.9994568310195594
37,0.0013360484509909753,0.9994691841893917
38,0.0014704442145420144,0.9994216994415942
39,0.0013014068198892816,0.9995078508802455
40,0.0012581040398066984,0.9994778170002451
41,0.0012401850230777435,0.9995392483772991
42,0.001454322843849257,0.9994934514272127
43,0.0015601205735646603,0.9994407849346133
44,0.0013283462198317158,0.9995005593883047
45,0.0011378581926273516,0.999564815768235
46,0.001263301390647828,0.9994956863869866
47,0.001227809911679222,0.9995275469992658
48,0.0016789280242251446,0.9994794859302988
49,0.0010623282665200866,0.9995835993787368
50,0.001515480357836999,0.9994609441688592
51,0.0010723273115728399,0.9995666270633395
52,0.001036697279317673,0.9995708465576172
53,0.0010407145317055941,0.9995755943463003
54,0.0011313470009724415,0.9995482774089566
55,0.000948445529973456,0.9996288011399962
56,0.0011103659497218863,0.9995697968297725
57,0.0009064301251678346,0.9996353327799187
58,0.0010478016641912245,0.9995776577819165
59,0.0009223656445572474,0.9996135063308607
60,0.0010423440038747483,0.9996308954499609
61,0.0008676191542729763,0.9996494166285014
62,0.0009109018148147508,0.9996158630727864
63,0.0011610427204261553,0.9995568930673943
64,0.0011063641935533327,0.9995646322373863
65,0.0010829797154250588,0.9995827451884318
66,0.0008839608447311325,0.9996355060193178
67,0.0008855535798051173,0.9996348559427605
68,0.0007915924536273648,0.9996701676210911
69,0.000934224001533124,0.99963846824152
70,0.0007700008122843402,0.9996786014639216
71,0.000857341513117246,0.9996650064591881
72,0.0008059697525731536,0.9996799136237274
73,0.0007957130982105037,0.9996720200819935
74,0.0008609735629087475,0.9996669755565176
75,0.0011526302969679504,0.9995949971590111
76,0.0007522744701889665,0.9996870215848196
77,0.000819461889503852,0.9996612655173103
78,0.0007290316326041176,0.9996905223928767
79,0.0007790885834281313,0.9996806082965659
80,0.0009032573198971654,0.9996270001363411
81,0.0010144768047009147,0.9996116881747897
82,0.0007962278656162349,0.9996688245869368
83,0.0007593152599020613,0.9996875361572924
84,0.0007203983229027203,0.9997000008178272
85,0.000742494742651537,0.9997160743466385
86,0.000702767929279165,0.9997039956154583
87,0.0006231731864357394,0.9997369196775149
88,0.0007110851823742562,0.9996993353040956
89,0.0008341522567835134,0.999673774774126
90,0.0008155259176759592,0.99966822939811
91,0.0006997283772572125,0.9997054329878993
92,0.0006143075377151049,0.9997414684981751
93,0.0007373699880700907,0.9996972873056535
94,0.0006870471427666036,0.999710218511897
95,0.0006537032028887984,0.9997208650163609
96,0.0007082073963515246,0.9997128050961941
97,0.0005463711773346868,0.9997647906378876
98,0.000644219194713933,0.9997285304309653
99,0.000636105960517244,0.9997396263287222
100,0.0006066884297128807,0.9997487376919754
101,0.0006390470721827578,0.9997315612628306
102,0.0005973956410847637,0.9997508543000805
103,0.0005842122931256153,0.9997506450406082
104,0.0007038465997316412,0.9997201428996573
105,0.0005991738809904137,0.9997461493924368
106,0.0007255318893493227,0.9997171652402809
107,0.0005466971086194108,0.9997683171745685
108,0.0005673664161267945,0.9997637546319755
109,0.0005869508922253334,0.9997509332011929
110,0.0005482187697838945,0.9997695367113292
111,0.000655074456713762,0.9997352644693938
112,0.0005317192792468671,0.999777325623327
113,0.0006699662842149612,0.9997367927496382
114,0.0005346985648783165,0.9997771420924784
115,0.0004957450414851154,0.9997908623098469
116,0.0006029322656941862,0.9997511990636373
117,0.0005922694960102379,0.9997467857470616
118,0.0005262231708859368,0.9997741009691636
119,0.000560536395516347,0.9997646242594548
120,0.0005946590634449821,0.9997558936798315
121,0.0005488084454764445,0.9997697614079757
122,0.0007830319531251871,0.9997439916185338
123,0.00047839160572248345,0.9997975105861966
124,0.0005717951985094495,0.9997709723685285
125,0.0005698569875676185,0.9997642520520327
126,0.0005314675748738521,0.9997789139370267
127,0.0005600576119086196,0.9997688111641424
128,0.0004974007545786125,0.9997885587404101
129,0.0005186814371967125,0.9997865501925242
130,0.0005508757388158936,0.9997738162390619
131,0.00048808827270752005,0.9997937044651388
132,0.00048189098894823906,0.999797711269461
133,0.0005161099536524475,0.9997823478506623
134,0.0005759496005522523,0.9997583807801171
135,0.0004247720050227681,0.9998212701125111
136,0.0005323021349592617,0.9997820648358022
137,0.0004919351769733518,0.9997938039491503
138,0.0004904520350948928,0.9997956152442548
139,0.0005920232490241936,0.9997711164488209
140,0.0004507899820899236,0.9998070181702539
141,0.0005240294540664449,0.9997800837317816
142,0.0004991590796124773,0.9997919377663153
143,0.0005091040667603731,0.9997878074645996
144,0.0004830940382319784,0.999793954890409
145,0.0004566576886292306,0.9998075790542493
146,0.0004684305202304687,0.9998186938196635
147,0.0004905355750229679,0.9997960577765814
148,0.0005303347304152666,0.9997794868277131
149,0.00044722900573681814,0.9998130643968102
