,model_name,threshold,image_name,distance
0,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0766.jpg,0.134223205215878
1,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0485.jpg,0.07876005355567306
2,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0674.jpg,0.06973945260567183
3,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0417.jpg,0.029933753103756438
4,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0136.jpg,0.014611523250912584
5,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0570.jpg,0.3181109069228284
6,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0119.jpg,0.057379333676116195
7,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0595.jpg,0.2949261987399462
8,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0758.jpg,0.024226262052270704
9,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0479.jpg,0.09021728477048682
10,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0330.jpg,0.1752548825994084
11,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0379.jpg,0.7374971473767443
12,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0443.jpg,0.00259193940767299
13,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0025.jpg,0.10621525275525284
14,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0678.jpg,0.00866771462138819
15,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0547.jpg,0.02610747962076459
16,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0122.jpg,0.05466977118728902
17,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0465.jpg,
18,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0163.jpg,0.07711671582731619
19,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0476.jpg,0.14451647836827755
20,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0763.jpg,0.1397437969525951
21,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0067.jpg,
22,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0771.jpg,0.021658381364938327
23,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0714.jpg,0.6172521984542837
24,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0106.jpg,0.1323242569964977
25,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0440.jpg,0.10947042015308234
26,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0468.jpg,0.09291924564890951
27,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0321.jpg,0.13963778892240794
28,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0688.jpg,0.168684367494743
29,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0049.jpg,0.07949474128002
30,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0010.jpg,4.47699895523231
31,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0061.jpg,1.0731323662611751
32,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0666.jpg,0.6257371211402399
33,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0323.jpg,0.04634116283980564
34,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0058.jpg,0.09348121280072579
35,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0429.jpg,0.07504520639708319
36,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0624.jpg,0.670234449209296
37,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0213.jpg,15.96705376317462
38,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0487.jpg,0.014516462740741604
39,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0021.jpg,
40,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0644.jpg,0.03939186926606221
41,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0647.jpg,0.06510667424938034
42,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0150.jpg,0.04009726573933399
43,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0621.jpg,0.6319984665432425
44,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0594.jpg,0.05755939277164536
45,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0175.jpg,0.05389880105243971
46,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0110.jpg,0.011433804088225509
47,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0491.jpg,0.03719686523494276
48,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0669.jpg,
49,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0381.jpg,0.00329257982727461
50,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0577.jpg,0.3704268877072008
51,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0584.jpg,0.20877995125176413
52,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0062.jpg,14.94456546848665
53,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0733.jpg,2.1242515187414077
54,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0684.jpg,
55,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0336.jpg,0.005351081587610618
56,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0480.jpg,0.020680937845643715
57,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0304.jpg,
58,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0378.jpg,0.02068939429480381
59,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0059.jpg,
60,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0083.jpg,0.04811389692878643
61,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0191.jpg,0.12717252002253057
62,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0037.jpg,0.06125552156539889
63,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0377.jpg,0.02619216512430114
64,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0617.jpg,2.3480580337134147
65,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0527.jpg,0.14054962182447225
66,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0071.jpg,0.019304284904912827
67,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0043.jpg,0.40384550240402717
68,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0018.jpg,2.090843394525717
69,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0585.jpg,0.36429111515761076
70,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0687.jpg,0.36807726963467013
71,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0540.jpg,0.0035211875219899277
72,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0001.jpg,0.06978146723232093
73,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0174.jpg,0.015351439669060003
74,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0103.jpg,0.14035125826975128
75,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0076.jpg,0.17893817163052342
76,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0450.jpg,0.04772305549155567
77,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0729.jpg,0.19053263370975976
78,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0068.jpg,0.013902280192088765
79,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0183.jpg,0.0136310710194905
80,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0550.jpg,0.22565054122753045
81,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0672.jpg,0.07445241802883587
82,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0710.jpg,0.010746964627028944
83,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0134.jpg,0.04934569430267308
84,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0578.jpg,0.05004003288751418
85,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0675.jpg,0.17884931697868336
86,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0374.jpg,0.011976172173192155
87,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0086.jpg,0.12907192822231123
88,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0749.jpg,0.03411535891557984
89,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0258.jpg,0.12197820646319425
90,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0087.jpg,
91,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0431.jpg,0.023964983609846616
92,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0015.jpg,0.38626179754498086
93,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0460.jpg,0.5139551533941351
94,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0626.jpg,16.82113311067554
95,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0535.jpg,0.09430059577313271
96,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0187.jpg,0.04886593908713508
97,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0094.jpg,0.03655105088587483
98,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0141.jpg,0.021355057210325636
99,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0372.jpg,0.01685009289658942
100,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0605.jpg,0.08955031945509159
101,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0620.jpg,10.001909582244938
102,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0052.jpg,0.011342610195995428
103,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0609.jpg,0.18474259984336802
104,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0063.jpg,0.0791367985550017
105,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0281.jpg,0.1395307444789335
106,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0517.jpg,0.021718349639650327
107,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0648.jpg,0.1077924713407919
108,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0113.jpg,0.0772598409771805
109,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0398.jpg,0.03108884951007284
110,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0559.jpg,0.03611975745904235
111,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0456.jpg,0.036252495173564526
112,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0735.jpg,0.13137211885034805
113,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0441.jpg,0.0236700866653466
114,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0463.jpg,0.01975269033489638
115,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0453.jpg,0.019011984070283962
116,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0599.jpg,0.294595562819353
117,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0764.jpg,
118,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0078.jpg,0.03614914045238227
119,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0619.jpg,0.3079333561268369
120,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0182.jpg,0.024645493213486594
121,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0282.jpg,
122,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0493.jpg,0.007601793347291141
123,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0747.jpg,
124,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0120.jpg,0.012677885760882666
125,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0523.jpg,0.02926352370254485
126,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0430.jpg,0.050507175552612235
127,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0070.jpg,0.06773380317487165
128,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0689.jpg,2.912993173479783
129,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0554.jpg,0.0287651522584248
130,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0036.jpg,0.03238454935579549
131,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0354.jpg,0.19794819085644633
132,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0189.jpg,0.09297993673268667
133,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0768.jpg,0.17267330351517732
134,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0717.jpg,0.05152465412992373
135,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0494.jpg,0.03230194349959951
136,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0121.jpg,0.043873224893614546
137,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0084.jpg,0.1219656018900063
138,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0396.jpg,0.017117655337731085
139,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.1,0370.jpg,0.03392814694890034
140,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0766.jpg,0.1339475847374665
141,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0485.jpg,0.0820204111182044
142,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0674.jpg,0.05527898296842143
143,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0417.jpg,0.029726778096477637
144,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0136.jpg,0.015561989477999777
145,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0570.jpg,0.3194682449302239
146,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0119.jpg,0.05584489964389735
147,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0595.jpg,0.2937885456906245
148,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0758.jpg,0.022938562036113636
149,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0479.jpg,0.08900548988476244
150,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0330.jpg,0.17413772738525424
151,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0379.jpg,0.7640313932473561
152,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0443.jpg,0.0022045736854332315
153,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0025.jpg,0.10669804559633735
154,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0678.jpg,0.008056822135104905
155,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0547.jpg,0.026164811999623304
156,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0122.jpg,0.05660463250461617
157,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0465.jpg,
158,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0163.jpg,0.07764296917795604
159,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0476.jpg,0.14256401759233883
160,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0763.jpg,0.13504906215891438
161,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0067.jpg,
162,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0771.jpg,0.024093978555252273
163,0FCMN8rmsprop_lr0.0001_prep_mobilenet_ep150,0.2,0714.jpg,0.6222643933607114
